"StartDay","StartMonth","StartYear","FromStationId","n","Mean.Temp","Mena.Humidity","Mean.Visib","Mean.Wind","Types","Weekend","Holiday"
"30","6","2015","1001",1,68,79,8,8,"2","0","0"
"1","7","2015","1000",25,67,72,7,9,"1","0","0"
"1","7","2015","1028",12,67,72,7,9,"1","0","0"
"1","7","2015","1038",4,67,72,7,9,"1","0","0"
"1","7","2015","1004",11,67,72,7,9,"1","0","0"
"1","7","2015","1044",7,67,72,7,9,"1","0","0"
"1","7","2015","1012",4,67,72,7,9,"1","0","0"
"1","7","2015","1034",3,67,72,7,9,"1","0","0"
"1","7","2015","1024",3,67,72,7,9,"1","0","0"
"1","7","2015","1016",9,67,72,7,9,"1","0","0"
"1","7","2015","1002",7,67,72,7,9,"1","0","0"
"1","7","2015","1020",9,67,72,7,9,"1","0","0"
"1","7","2015","1031",8,67,72,7,9,"1","0","0"
"1","7","2015","1010",15,67,72,7,9,"1","0","0"
"1","7","2015","1003",7,67,72,7,9,"1","0","0"
"1","7","2015","1043",3,67,72,7,9,"1","0","0"
"1","7","2015","1047",9,67,72,7,9,"1","0","0"
"1","7","2015","1027",7,67,72,7,9,"1","0","0"
"1","7","2015","1011",7,67,72,7,9,"1","0","0"
"1","7","2015","1040",16,67,72,7,9,"1","0","0"
"1","7","2015","1029",4,67,72,7,9,"1","0","0"
"1","7","2015","1019",8,67,72,7,9,"1","0","0"
"1","7","2015","1023",9,67,72,7,9,"1","0","0"
"1","7","2015","1009",6,67,72,7,9,"1","0","0"
"1","7","2015","1030",4,67,72,7,9,"1","0","0"
"1","7","2015","1006",9,67,72,7,9,"1","0","0"
"1","7","2015","1025",5,67,72,7,9,"1","0","0"
"1","7","2015","1032",10,67,72,7,9,"1","0","0"
"1","7","2015","1039",9,67,72,7,9,"1","0","0"
"1","7","2015","1033",11,67,72,7,9,"1","0","0"
"1","7","2015","1026",5,67,72,7,9,"1","0","0"
"1","7","2015","1018",4,67,72,7,9,"1","0","0"
"1","7","2015","1001",21,67,72,7,9,"1","0","0"
"1","7","2015","1048",14,67,72,7,9,"1","0","0"
"1","7","2015","1035",5,67,72,7,9,"1","0","0"
"1","7","2015","1005",9,67,72,7,9,"1","0","0"
"1","7","2015","1041",10,67,72,7,9,"1","0","0"
"1","7","2015","1013",14,67,72,7,9,"1","0","0"
"1","7","2015","1007",11,67,72,7,9,"1","0","0"
"1","7","2015","1049",12,67,72,7,9,"1","0","0"
"1","7","2015","1046",7,67,72,7,9,"1","0","0"
"1","7","2015","1021",7,67,72,7,9,"1","0","0"
"1","7","2015","1015",4,67,72,7,9,"1","0","0"
"1","7","2015","1014",8,67,72,7,9,"1","0","0"
"1","7","2015","1008",15,67,72,7,9,"1","0","0"
"1","7","2015","1017",9,67,72,7,9,"1","0","0"
"1","7","2015","1022",3,67,72,7,9,"1","0","0"
"1","7","2015","1045",28,67,72,7,9,"1","0","0"
"2","7","2015","1038",7,68,63,9,3,"1","0","0"
"2","7","2015","1034",4,68,63,9,3,"1","0","0"
"2","7","2015","1029",9,68,63,9,3,"1","0","0"
"2","7","2015","1031",3,68,63,9,3,"1","0","0"
"2","7","2015","1020",9,68,63,9,3,"1","0","0"
"2","7","2015","1010",20,68,63,9,3,"1","0","0"
"2","7","2015","1041",15,68,63,9,3,"1","0","0"
"2","7","2015","1028",5,68,63,9,3,"1","0","0"
"2","7","2015","1043",10,68,63,9,3,"1","0","0"
"2","7","2015","1047",8,68,63,9,3,"1","0","0"
"2","7","2015","1027",5,68,63,9,3,"1","0","0"
"2","7","2015","1048",22,68,63,9,3,"1","0","0"
"2","7","2015","1015",4,68,63,9,3,"1","0","0"
"2","7","2015","1044",7,68,63,9,3,"1","0","0"
"2","7","2015","1016",15,68,63,9,3,"1","0","0"
"2","7","2015","1023",16,68,63,9,3,"1","0","0"
"2","7","2015","1013",12,68,63,9,3,"1","0","0"
"2","7","2015","1030",9,68,63,9,3,"1","0","0"
"2","7","2015","1035",11,68,63,9,3,"1","0","0"
"2","7","2015","1046",5,68,63,9,3,"1","0","0"
"2","7","2015","1000",17,68,63,9,3,"1","0","0"
"2","7","2015","1014",9,68,63,9,3,"1","0","0"
"2","7","2015","1033",12,68,63,9,3,"1","0","0"
"2","7","2015","1026",4,68,63,9,3,"1","0","0"
"2","7","2015","1012",6,68,63,9,3,"1","0","0"
"2","7","2015","1001",31,68,63,9,3,"1","0","0"
"2","7","2015","1022",3,68,63,9,3,"1","0","0"
"2","7","2015","1019",16,68,63,9,3,"1","0","0"
"2","7","2015","1005",11,68,63,9,3,"1","0","0"
"2","7","2015","1002",10,68,63,9,3,"1","0","0"
"2","7","2015","1049",10,68,63,9,3,"1","0","0"
"2","7","2015","1007",3,68,63,9,3,"1","0","0"
"2","7","2015","1039",8,68,63,9,3,"1","0","0"
"2","7","2015","1032",17,68,63,9,3,"1","0","0"
"2","7","2015","1021",9,68,63,9,3,"1","0","0"
"2","7","2015","1009",4,68,63,9,3,"1","0","0"
"2","7","2015","1040",17,68,63,9,3,"1","0","0"
"2","7","2015","1004",22,68,63,9,3,"1","0","0"
"2","7","2015","1008",6,68,63,9,3,"1","0","0"
"2","7","2015","1017",17,68,63,9,3,"1","0","0"
"2","7","2015","1018",10,68,63,9,3,"1","0","0"
"2","7","2015","1003",9,68,63,9,3,"1","0","0"
"2","7","2015","1024",5,68,63,9,3,"1","0","0"
"2","7","2015","1011",10,68,63,9,3,"1","0","0"
"2","7","2015","1006",11,68,63,9,3,"1","0","0"
"2","7","2015","1045",22,68,63,9,3,"1","0","0"
"2","7","2015","1025",8,68,63,9,3,"1","0","0"
"3","7","2015","1035",10,67,69,8,5,"2","0","1"
"3","7","2015","1034",9,67,69,8,5,"2","0","1"
"3","7","2015","1016",26,67,69,8,5,"2","0","1"
"3","7","2015","1020",4,67,69,8,5,"2","0","1"
"3","7","2015","1047",11,67,69,8,5,"2","0","1"
"3","7","2015","1000",45,67,69,8,5,"2","0","1"
"3","7","2015","1044",8,67,69,8,5,"2","0","1"
"3","7","2015","1029",4,67,69,8,5,"2","0","1"
"3","7","2015","1049",25,67,69,8,5,"2","0","1"
"3","7","2015","1001",26,67,69,8,5,"2","0","1"
"3","7","2015","1005",3,67,69,8,5,"2","0","1"
"3","7","2015","1002",8,67,69,8,5,"2","0","1"
"3","7","2015","1048",14,67,69,8,5,"2","0","1"
"3","7","2015","1024",7,67,69,8,5,"2","0","1"
"3","7","2015","1010",40,67,69,8,5,"2","0","1"
"3","7","2015","1028",5,67,69,8,5,"2","0","1"
"3","7","2015","1033",14,67,69,8,5,"2","0","1"
"3","7","2015","1031",5,67,69,8,5,"2","0","1"
"3","7","2015","1011",14,67,69,8,5,"2","0","1"
"3","7","2015","1022",7,67,69,8,5,"2","0","1"
"3","7","2015","1008",10,67,69,8,5,"2","0","1"
"3","7","2015","1019",9,67,69,8,5,"2","0","1"
"3","7","2015","1023",2,67,69,8,5,"2","0","1"
"3","7","2015","1012",22,67,69,8,5,"2","0","1"
"3","7","2015","1009",11,67,69,8,5,"2","0","1"
"3","7","2015","1032",6,67,69,8,5,"2","0","1"
"3","7","2015","1046",10,67,69,8,5,"2","0","1"
"3","7","2015","1025",6,67,69,8,5,"2","0","1"
"3","7","2015","1043",3,67,69,8,5,"2","0","1"
"3","7","2015","1027",5,67,69,8,5,"2","0","1"
"3","7","2015","1038",4,67,69,8,5,"2","0","1"
"3","7","2015","1007",2,67,69,8,5,"2","0","1"
"3","7","2015","1004",4,67,69,8,5,"2","0","1"
"3","7","2015","1041",13,67,69,8,5,"2","0","1"
"3","7","2015","1040",5,67,69,8,5,"2","0","1"
"3","7","2015","1015",38,67,69,8,5,"2","0","1"
"3","7","2015","1006",3,67,69,8,5,"2","0","1"
"3","7","2015","1021",8,67,69,8,5,"2","0","1"
"3","7","2015","1003",11,67,69,8,5,"2","0","1"
"3","7","2015","1039",9,67,69,8,5,"2","0","1"
"3","7","2015","1026",3,67,69,8,5,"2","0","1"
"3","7","2015","1018",10,67,69,8,5,"2","0","1"
"3","7","2015","1017",24,67,69,8,5,"2","0","1"
"3","7","2015","1042",3,67,69,8,5,"2","0","1"
"3","7","2015","1045",50,67,69,8,5,"2","0","1"
"3","7","2015","1014",10,67,69,8,5,"2","0","1"
"3","7","2015","1013",12,67,69,8,5,"2","0","1"
"3","7","2015","1030",6,67,69,8,5,"2","0","1"
"4","7","2015","1023",8,71,80,4,3,"2","1","1"
"4","7","2015","1000",74,71,80,4,3,"2","1","1"
"4","7","2015","1022",3,71,80,4,3,"2","1","1"
"4","7","2015","1020",4,71,80,4,3,"2","1","1"
"4","7","2015","1049",16,71,80,4,3,"2","1","1"
"4","7","2015","1019",23,71,80,4,3,"2","1","1"
"4","7","2015","1016",35,71,80,4,3,"2","1","1"
"4","7","2015","1041",2,71,80,4,3,"2","1","1"
"4","7","2015","1043",4,71,80,4,3,"2","1","1"
"4","7","2015","1039",17,71,80,4,3,"2","1","1"
"4","7","2015","1007",7,71,80,4,3,"2","1","1"
"4","7","2015","1044",15,71,80,4,3,"2","1","1"
"4","7","2015","1018",24,71,80,4,3,"2","1","1"
"4","7","2015","1008",9,71,80,4,3,"2","1","1"
"4","7","2015","1001",52,71,80,4,3,"2","1","1"
"4","7","2015","1005",13,71,80,4,3,"2","1","1"
"4","7","2015","1012",28,71,80,4,3,"2","1","1"
"4","7","2015","1024",15,71,80,4,3,"2","1","1"
"4","7","2015","1009",16,71,80,4,3,"2","1","1"
"4","7","2015","1034",13,71,80,4,3,"2","1","1"
"4","7","2015","1010",16,71,80,4,3,"2","1","1"
"4","7","2015","1021",2,71,80,4,3,"2","1","1"
"4","7","2015","1032",12,71,80,4,3,"2","1","1"
"4","7","2015","1047",14,71,80,4,3,"2","1","1"
"4","7","2015","1048",15,71,80,4,3,"2","1","1"
"4","7","2015","1004",16,71,80,4,3,"2","1","1"
"4","7","2015","1011",21,71,80,4,3,"2","1","1"
"4","7","2015","1031",9,71,80,4,3,"2","1","1"
"4","7","2015","1015",16,71,80,4,3,"2","1","1"
"4","7","2015","1029",10,71,80,4,3,"2","1","1"
"4","7","2015","1045",71,71,80,4,3,"2","1","1"
"4","7","2015","1014",6,71,80,4,3,"2","1","1"
"4","7","2015","1046",14,71,80,4,3,"2","1","1"
"4","7","2015","1035",3,71,80,4,3,"2","1","1"
"4","7","2015","1025",3,71,80,4,3,"2","1","1"
"4","7","2015","1002",12,71,80,4,3,"2","1","1"
"4","7","2015","1013",38,71,80,4,3,"2","1","1"
"4","7","2015","1028",2,71,80,4,3,"2","1","1"
"4","7","2015","1003",24,71,80,4,3,"2","1","1"
"4","7","2015","1026",1,71,80,4,3,"2","1","1"
"4","7","2015","1017",51,71,80,4,3,"2","1","1"
"4","7","2015","1027",3,71,80,4,3,"2","1","1"
"4","7","2015","1042",1,71,80,4,3,"2","1","1"
"4","7","2015","1033",15,71,80,4,3,"2","1","1"
"4","7","2015","1030",2,71,80,4,3,"2","1","1"
"4","7","2015","1038",3,71,80,4,3,"2","1","1"
"5","7","2015","1022",2,70,59,9,3,"1","1","1"
"5","7","2015","1049",9,70,59,9,3,"1","1","1"
"5","7","2015","1044",7,70,59,9,3,"1","1","1"
"5","7","2015","1021",6,70,59,9,3,"1","1","1"
"5","7","2015","1031",5,70,59,9,3,"1","1","1"
"5","7","2015","1041",15,70,59,9,3,"1","1","1"
"5","7","2015","1040",9,70,59,9,3,"1","1","1"
"5","7","2015","1039",11,70,59,9,3,"1","1","1"
"5","7","2015","1008",1,70,59,9,3,"1","1","1"
"5","7","2015","1034",8,70,59,9,3,"1","1","1"
"5","7","2015","1016",21,70,59,9,3,"1","1","1"
"5","7","2015","1011",10,70,59,9,3,"1","1","1"
"5","7","2015","1024",3,70,59,9,3,"1","1","1"
"5","7","2015","1023",4,70,59,9,3,"1","1","1"
"5","7","2015","1015",26,70,59,9,3,"1","1","1"
"5","7","2015","1030",4,70,59,9,3,"1","1","1"
"5","7","2015","1010",28,70,59,9,3,"1","1","1"
"5","7","2015","1032",11,70,59,9,3,"1","1","1"
"5","7","2015","1035",5,70,59,9,3,"1","1","1"
"5","7","2015","1048",21,70,59,9,3,"1","1","1"
"5","7","2015","1004",14,70,59,9,3,"1","1","1"
"5","7","2015","1014",7,70,59,9,3,"1","1","1"
"5","7","2015","1019",22,70,59,9,3,"1","1","1"
"5","7","2015","1046",16,70,59,9,3,"1","1","1"
"5","7","2015","1001",40,70,59,9,3,"1","1","1"
"5","7","2015","1045",57,70,59,9,3,"1","1","1"
"5","7","2015","1009",12,70,59,9,3,"1","1","1"
"5","7","2015","1042",4,70,59,9,3,"1","1","1"
"5","7","2015","1006",5,70,59,9,3,"1","1","1"
"5","7","2015","1017",21,70,59,9,3,"1","1","1"
"5","7","2015","1047",15,70,59,9,3,"1","1","1"
"5","7","2015","1038",1,70,59,9,3,"1","1","1"
"5","7","2015","1000",25,70,59,9,3,"1","1","1"
"5","7","2015","1003",9,70,59,9,3,"1","1","1"
"5","7","2015","1028",6,70,59,9,3,"1","1","1"
"5","7","2015","1012",34,70,59,9,3,"1","1","1"
"5","7","2015","1029",8,70,59,9,3,"1","1","1"
"5","7","2015","1027",3,70,59,9,3,"1","1","1"
"5","7","2015","1020",9,70,59,9,3,"1","1","1"
"5","7","2015","1013",24,70,59,9,3,"1","1","1"
"5","7","2015","1025",4,70,59,9,3,"1","1","1"
"5","7","2015","1005",13,70,59,9,3,"1","1","1"
"5","7","2015","1018",11,70,59,9,3,"1","1","1"
"5","7","2015","1033",25,70,59,9,3,"1","1","1"
"5","7","2015","1007",1,70,59,9,3,"1","1","1"
"5","7","2015","1002",4,70,59,9,3,"1","1","1"
"6","7","2015","1008",1,74,74,8,5,"2","0","0"
"6","7","2015","1016",16,74,74,8,5,"2","0","0"
"6","7","2015","1049",12,74,74,8,5,"2","0","0"
"6","7","2015","1018",4,74,74,8,5,"2","0","0"
"6","7","2015","1034",4,74,74,8,5,"2","0","0"
"6","7","2015","1023",6,74,74,8,5,"2","0","0"
"6","7","2015","1047",1,74,74,8,5,"2","0","0"
"6","7","2015","1012",5,74,74,8,5,"2","0","0"
"6","7","2015","1029",2,74,74,8,5,"2","0","0"
"6","7","2015","1011",14,74,74,8,5,"2","0","0"
"6","7","2015","1044",2,74,74,8,5,"2","0","0"
"6","7","2015","1030",6,74,74,8,5,"2","0","0"
"6","7","2015","1042",1,74,74,8,5,"2","0","0"
"6","7","2015","1010",5,74,74,8,5,"2","0","0"
"6","7","2015","1048",17,74,74,8,5,"2","0","0"
"6","7","2015","1033",10,74,74,8,5,"2","0","0"
"6","7","2015","1028",3,74,74,8,5,"2","0","0"
"6","7","2015","1004",2,74,74,8,5,"2","0","0"
"6","7","2015","1015",2,74,74,8,5,"2","0","0"
"6","7","2015","1024",12,74,74,8,5,"2","0","0"
"6","7","2015","1040",3,74,74,8,5,"2","0","0"
"6","7","2015","1001",19,74,74,8,5,"2","0","0"
"6","7","2015","1046",6,74,74,8,5,"2","0","0"
"6","7","2015","1002",2,74,74,8,5,"2","0","0"
"6","7","2015","1020",6,74,74,8,5,"2","0","0"
"6","7","2015","1043",3,74,74,8,5,"2","0","0"
"6","7","2015","1041",8,74,74,8,5,"2","0","0"
"6","7","2015","1007",11,74,74,8,5,"2","0","0"
"6","7","2015","1000",9,74,74,8,5,"2","0","0"
"6","7","2015","1014",4,74,74,8,5,"2","0","0"
"6","7","2015","1039",7,74,74,8,5,"2","0","0"
"6","7","2015","1003",3,74,74,8,5,"2","0","0"
"6","7","2015","1019",6,74,74,8,5,"2","0","0"
"6","7","2015","1045",13,74,74,8,5,"2","0","0"
"6","7","2015","1017",3,74,74,8,5,"2","0","0"
"6","7","2015","1013",8,74,74,8,5,"2","0","0"
"6","7","2015","1006",5,74,74,8,5,"2","0","0"
"6","7","2015","1025",4,74,74,8,5,"2","0","0"
"6","7","2015","1038",2,74,74,8,5,"2","0","0"
"6","7","2015","1032",6,74,74,8,5,"2","0","0"
"6","7","2015","1031",6,74,74,8,5,"2","0","0"
"6","7","2015","1026",8,74,74,8,5,"2","0","0"
"6","7","2015","1022",5,74,74,8,5,"2","0","0"
"6","7","2015","1035",5,74,74,8,5,"2","0","0"
"6","7","2015","1005",10,74,74,8,5,"2","0","0"
"6","7","2015","1027",1,74,74,8,5,"2","0","0"
"6","7","2015","1009",7,74,74,8,5,"2","0","0"
"6","7","2015","1021",4,74,74,8,5,"2","0","0"
"7","7","2015","1038",5,75,77,7,10,"2","0","0"
"7","7","2015","1040",7,75,77,7,10,"2","0","0"
"7","7","2015","1012",7,75,77,7,10,"2","0","0"
"7","7","2015","1049",9,75,77,7,10,"2","0","0"
"7","7","2015","1023",5,75,77,7,10,"2","0","0"
"7","7","2015","1042",5,75,77,7,10,"2","0","0"
"7","7","2015","1031",4,75,77,7,10,"2","0","0"
"7","7","2015","1019",5,75,77,7,10,"2","0","0"
"7","7","2015","1017",8,75,77,7,10,"2","0","0"
"7","7","2015","1018",11,75,77,7,10,"2","0","0"
"7","7","2015","1015",12,75,77,7,10,"2","0","0"
"7","7","2015","1024",4,75,77,7,10,"2","0","0"
"7","7","2015","1048",5,75,77,7,10,"2","0","0"
"7","7","2015","1045",5,75,77,7,10,"2","0","0"
"7","7","2015","1029",1,75,77,7,10,"2","0","0"
"7","7","2015","1046",6,75,77,7,10,"2","0","0"
"7","7","2015","1004",7,75,77,7,10,"2","0","0"
"7","7","2015","1047",7,75,77,7,10,"2","0","0"
"7","7","2015","1043",4,75,77,7,10,"2","0","0"
"7","7","2015","1006",6,75,77,7,10,"2","0","0"
"7","7","2015","1035",8,75,77,7,10,"2","0","0"
"7","7","2015","1000",12,75,77,7,10,"2","0","0"
"7","7","2015","1044",5,75,77,7,10,"2","0","0"
"7","7","2015","1028",3,75,77,7,10,"2","0","0"
"7","7","2015","1008",6,75,77,7,10,"2","0","0"
"7","7","2015","1011",6,75,77,7,10,"2","0","0"
"7","7","2015","1003",7,75,77,7,10,"2","0","0"
"7","7","2015","1001",14,75,77,7,10,"2","0","0"
"7","7","2015","1034",5,75,77,7,10,"2","0","0"
"7","7","2015","1002",7,75,77,7,10,"2","0","0"
"7","7","2015","1025",5,75,77,7,10,"2","0","0"
"7","7","2015","1030",3,75,77,7,10,"2","0","0"
"7","7","2015","1041",11,75,77,7,10,"2","0","0"
"7","7","2015","1027",2,75,77,7,10,"2","0","0"
"7","7","2015","1026",2,75,77,7,10,"2","0","0"
"7","7","2015","1014",3,75,77,7,10,"2","0","0"
"7","7","2015","1033",15,75,77,7,10,"2","0","0"
"7","7","2015","1009",6,75,77,7,10,"2","0","0"
"7","7","2015","1007",7,75,77,7,10,"2","0","0"
"7","7","2015","1022",5,75,77,7,10,"2","0","0"
"7","7","2015","1013",20,75,77,7,10,"2","0","0"
"7","7","2015","1020",3,75,77,7,10,"2","0","0"
"7","7","2015","1005",11,75,77,7,10,"2","0","0"
"7","7","2015","1016",6,75,77,7,10,"2","0","0"
"7","7","2015","1032",2,75,77,7,10,"2","0","0"
"7","7","2015","1010",13,75,77,7,10,"2","0","0"
"7","7","2015","1021",6,75,77,7,10,"2","0","0"
"7","7","2015","1039",11,75,77,7,10,"2","0","0"
"8","7","2015","1048",5,68,83,7,7,"2","0","0"
"8","7","2015","1031",2,68,83,7,7,"2","0","0"
"8","7","2015","1034",8,68,83,7,7,"2","0","0"
"8","7","2015","1035",3,68,83,7,7,"2","0","0"
"8","7","2015","1012",18,68,83,7,7,"2","0","0"
"8","7","2015","1019",6,68,83,7,7,"2","0","0"
"8","7","2015","1006",7,68,83,7,7,"2","0","0"
"8","7","2015","1049",13,68,83,7,7,"2","0","0"
"8","7","2015","1046",7,68,83,7,7,"2","0","0"
"8","7","2015","1026",5,68,83,7,7,"2","0","0"
"8","7","2015","1044",3,68,83,7,7,"2","0","0"
"8","7","2015","1043",1,68,83,7,7,"2","0","0"
"8","7","2015","1025",6,68,83,7,7,"2","0","0"
"8","7","2015","1008",3,68,83,7,7,"2","0","0"
"8","7","2015","1045",20,68,83,7,7,"2","0","0"
"8","7","2015","1032",4,68,83,7,7,"2","0","0"
"8","7","2015","1024",5,68,83,7,7,"2","0","0"
"8","7","2015","1004",7,68,83,7,7,"2","0","0"
"8","7","2015","1047",6,68,83,7,7,"2","0","0"
"8","7","2015","1022",2,68,83,7,7,"2","0","0"
"8","7","2015","1033",7,68,83,7,7,"2","0","0"
"8","7","2015","1040",3,68,83,7,7,"2","0","0"
"8","7","2015","1041",14,68,83,7,7,"2","0","0"
"8","7","2015","1013",22,68,83,7,7,"2","0","0"
"8","7","2015","1009",11,68,83,7,7,"2","0","0"
"8","7","2015","1029",3,68,83,7,7,"2","0","0"
"8","7","2015","1003",6,68,83,7,7,"2","0","0"
"8","7","2015","1010",12,68,83,7,7,"2","0","0"
"8","7","2015","1030",5,68,83,7,7,"2","0","0"
"8","7","2015","1038",5,68,83,7,7,"2","0","0"
"8","7","2015","1000",19,68,83,7,7,"2","0","0"
"8","7","2015","1015",2,68,83,7,7,"2","0","0"
"8","7","2015","1011",7,68,83,7,7,"2","0","0"
"8","7","2015","1007",10,68,83,7,7,"2","0","0"
"8","7","2015","1028",4,68,83,7,7,"2","0","0"
"8","7","2015","1014",5,68,83,7,7,"2","0","0"
"8","7","2015","1016",5,68,83,7,7,"2","0","0"
"8","7","2015","1020",5,68,83,7,7,"2","0","0"
"8","7","2015","1039",8,68,83,7,7,"2","0","0"
"8","7","2015","1021",4,68,83,7,7,"2","0","0"
"8","7","2015","1018",12,68,83,7,7,"2","0","0"
"8","7","2015","1005",8,68,83,7,7,"2","0","0"
"8","7","2015","1001",21,68,83,7,7,"2","0","0"
"8","7","2015","1017",7,68,83,7,7,"2","0","0"
"8","7","2015","1002",4,68,83,7,7,"2","0","0"
"9","7","2015","1040",4,74,83,6,8,"2","0","0"
"9","7","2015","1043",3,74,83,6,8,"2","0","0"
"9","7","2015","1012",6,74,83,6,8,"2","0","0"
"9","7","2015","1045",14,74,83,6,8,"2","0","0"
"9","7","2015","1039",3,74,83,6,8,"2","0","0"
"9","7","2015","1049",8,74,83,6,8,"2","0","0"
"9","7","2015","1020",3,74,83,6,8,"2","0","0"
"9","7","2015","1009",3,74,83,6,8,"2","0","0"
"9","7","2015","1031",4,74,83,6,8,"2","0","0"
"9","7","2015","1047",5,74,83,6,8,"2","0","0"
"9","7","2015","1041",3,74,83,6,8,"2","0","0"
"9","7","2015","1048",6,74,83,6,8,"2","0","0"
"9","7","2015","1000",7,74,83,6,8,"2","0","0"
"9","7","2015","1010",19,74,83,6,8,"2","0","0"
"9","7","2015","1038",5,74,83,6,8,"2","0","0"
"9","7","2015","1003",1,74,83,6,8,"2","0","0"
"9","7","2015","1001",12,74,83,6,8,"2","0","0"
"9","7","2015","1008",3,74,83,6,8,"2","0","0"
"9","7","2015","1024",1,74,83,6,8,"2","0","0"
"9","7","2015","1005",6,74,83,6,8,"2","0","0"
"9","7","2015","1033",4,74,83,6,8,"2","0","0"
"9","7","2015","1034",3,74,83,6,8,"2","0","0"
"9","7","2015","1035",4,74,83,6,8,"2","0","0"
"9","7","2015","1002",4,74,83,6,8,"2","0","0"
"9","7","2015","1016",6,74,83,6,8,"2","0","0"
"9","7","2015","1044",3,74,83,6,8,"2","0","0"
"9","7","2015","1004",4,74,83,6,8,"2","0","0"
"9","7","2015","1019",6,74,83,6,8,"2","0","0"
"9","7","2015","1021",3,74,83,6,8,"2","0","0"
"9","7","2015","1018",4,74,83,6,8,"2","0","0"
"9","7","2015","1029",1,74,83,6,8,"2","0","0"
"9","7","2015","1017",7,74,83,6,8,"2","0","0"
"9","7","2015","1028",2,74,83,6,8,"2","0","0"
"9","7","2015","1006",7,74,83,6,8,"2","0","0"
"9","7","2015","1026",2,74,83,6,8,"2","0","0"
"9","7","2015","1011",8,74,83,6,8,"2","0","0"
"9","7","2015","1013",21,74,83,6,8,"2","0","0"
"9","7","2015","1015",6,74,83,6,8,"2","0","0"
"9","7","2015","1014",4,74,83,6,8,"2","0","0"
"9","7","2015","1007",3,74,83,6,8,"2","0","0"
"9","7","2015","1030",1,74,83,6,8,"2","0","0"
"9","7","2015","1025",3,74,83,6,8,"2","0","0"
"9","7","2015","1022",4,74,83,6,8,"2","0","0"
"10","7","2015","1019",22,68,80,6,3,"2","0","0"
"10","7","2015","1034",2,68,80,6,3,"2","0","0"
"10","7","2015","1008",5,68,80,6,3,"2","0","0"
"10","7","2015","1047",4,68,80,6,3,"2","0","0"
"10","7","2015","1039",5,68,80,6,3,"2","0","0"
"10","7","2015","1035",7,68,80,6,3,"2","0","0"
"10","7","2015","1021",2,68,80,6,3,"2","0","0"
"10","7","2015","1028",7,68,80,6,3,"2","0","0"
"10","7","2015","1043",3,68,80,6,3,"2","0","0"
"10","7","2015","1046",7,68,80,6,3,"2","0","0"
"10","7","2015","1040",3,68,80,6,3,"2","0","0"
"10","7","2015","1045",21,68,80,6,3,"2","0","0"
"10","7","2015","1048",11,68,80,6,3,"2","0","0"
"10","7","2015","1003",5,68,80,6,3,"2","0","0"
"10","7","2015","1049",11,68,80,6,3,"2","0","0"
"10","7","2015","1016",13,68,80,6,3,"2","0","0"
"10","7","2015","1000",6,68,80,6,3,"2","0","0"
"10","7","2015","1020",7,68,80,6,3,"2","0","0"
"10","7","2015","1005",6,68,80,6,3,"2","0","0"
"10","7","2015","1006",7,68,80,6,3,"2","0","0"
"10","7","2015","1024",3,68,80,6,3,"2","0","0"
"10","7","2015","1025",3,68,80,6,3,"2","0","0"
"10","7","2015","1044",4,68,80,6,3,"2","0","0"
"10","7","2015","1033",5,68,80,6,3,"2","0","0"
"10","7","2015","1017",10,68,80,6,3,"2","0","0"
"10","7","2015","1011",12,68,80,6,3,"2","0","0"
"10","7","2015","1022",1,68,80,6,3,"2","0","0"
"10","7","2015","1032",6,68,80,6,3,"2","0","0"
"10","7","2015","1004",10,68,80,6,3,"2","0","0"
"10","7","2015","1029",5,68,80,6,3,"2","0","0"
"10","7","2015","1012",6,68,80,6,3,"2","0","0"
"10","7","2015","1007",7,68,80,6,3,"2","0","0"
"10","7","2015","1009",8,68,80,6,3,"2","0","0"
"10","7","2015","1023",4,68,80,6,3,"2","0","0"
"10","7","2015","1015",9,68,80,6,3,"2","0","0"
"10","7","2015","1018",9,68,80,6,3,"2","0","0"
"10","7","2015","1031",1,68,80,6,3,"2","0","0"
"10","7","2015","1001",23,68,80,6,3,"2","0","0"
"10","7","2015","1027",1,68,80,6,3,"2","0","0"
"10","7","2015","1013",19,68,80,6,3,"2","0","0"
"10","7","2015","1002",11,68,80,6,3,"2","0","0"
"10","7","2015","1010",29,68,80,6,3,"2","0","0"
"10","7","2015","1014",3,68,80,6,3,"2","0","0"
"10","7","2015","1030",1,68,80,6,3,"2","0","0"
"10","7","2015","1041",10,68,80,6,3,"2","0","0"
"10","7","2015","1026",2,68,80,6,3,"2","0","0"
"11","7","2015","1046",9,72,64,9,2,"1","1","1"
"11","7","2015","1020",9,72,64,9,2,"1","1","1"
"11","7","2015","1017",58,72,64,9,2,"1","1","1"
"11","7","2015","1024",6,72,64,9,2,"1","1","1"
"11","7","2015","1049",22,72,64,9,2,"1","1","1"
"11","7","2015","1029",6,72,64,9,2,"1","1","1"
"11","7","2015","1008",8,72,64,9,2,"1","1","1"
"11","7","2015","1034",12,72,64,9,2,"1","1","1"
"11","7","2015","1043",5,72,64,9,2,"1","1","1"
"11","7","2015","1028",5,72,64,9,2,"1","1","1"
"11","7","2015","1040",6,72,64,9,2,"1","1","1"
"11","7","2015","1045",34,72,64,9,2,"1","1","1"
"11","7","2015","1000",35,72,64,9,2,"1","1","1"
"11","7","2015","1009",12,72,64,9,2,"1","1","1"
"11","7","2015","1038",3,72,64,9,2,"1","1","1"
